ID,Token,,,,,,,,,,
Suffix_tions,Suffix_tions,Suffix_tion,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ton,Suffix_ton,Last_Suffix_ton,,,,,,,,,
Suffix_town,Suffix_town,Last_Suffix_town,,,,,,,,,
Suffix_tude,Suffix_tude,Last_Suffix_tude,,,,,,,,,
Suffix_tudes,Suffix_tudes,Suffix_tude,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ty,Suffix_ty,Last_Suffix_ty,,,,,,,,,
Suffix_ual,Suffix_ual,Last_Suffix_ual,,,,,,,,,
Suffix_ually,Suffix_ually,Suffix_ual,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_ular,Suffix_ular,Last_Suffix_ular,,,,,,,,,
Suffix_ularly,Suffix_ularly,Suffix_ular,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_ure,Suffix_ure,Last_Suffix_ure,,,,,,,,,
Suffix_us,Suffix_us,Last_Suffix_us,,,,,,,,,
Suffix_ville,Suffix_ville,Last_Suffix_ville,,,,,,,,,
Suffix_ward,Suffix_ward,Last_Suffix_ward,,,,,,,,,
Suffix_ware,Suffix_ware,Last_Suffix_ware,,,,,,,,,
Suffix_wise,Suffix_wise,Last_Suffix_wise,,,,,,,,,
Suffix_wiseness,Suffix_wiseness,Suffix_ness,Last_Suffix_ness,,,,,,,,
Suffix_woman,Suffix_woman,Last_Suffix_woman,,,,,,,,,
Suffix_women,Suffix_women,Last_Suffix_women,,,,,,,,,
Suffix_y,Suffix_y,Last_Suffix_y,,,,,,,,,
